first_open_dt,days,cohort_users,retained,retention_rate
2022-03-17,7,462,41,0.088744588744588751
2022-03-18,1,443,135,0.30474040632054178
2022-03-18,3,443,68,0.15349887133182843
2022-03-18,7,443,32,0.072234762979683967
2022-03-19,1,453,131,0.28918322295805737
2022-03-19,3,453,69,0.152317880794702
2022-03-19,7,453,44,0.09713024282560706
2022-03-20,1,421,120,0.28503562945368172
2022-03-20,3,421,63,0.1496437054631829
2022-03-20,7,421,31,0.073634204275534437
2022-03-21,1,491,164,0.33401221995926678
2022-03-21,3,491,69,0.14052953156822812
2022-03-21,7,491,31,0.06313645621181263
2022-03-22,1,517,170,0.32882011605415862
2022-03-22,3,517,72,0.13926499032882012
2022-03-22,7,517,39,0.075435203094777567
2022-03-23,1,440,143,0.325
2022-03-23,3,440,67,0.15227272727272728
2022-03-23,7,440,38,0.086363636363636365
2022-03-24,1,514,189,0.36770428015564205
2022-03-24,3,514,87,0.16926070038910507
2022-03-24,7,514,46,0.089494163424124515
2022-03-25,1,567,177,0.31216931216931215
2022-03-25,3,567,76,0.13403880070546736
2022-03-25,7,567,32,0.0564373897707231
2022-03-26,1,546,181,0.33150183150183149
2022-03-26,3,546,81,0.14835164835164835
2022-03-26,7,546,33,0.06043956043956044
2022-03-27,1,563,150,0.26642984014209592
2022-03-27,3,563,76,0.13499111900532859
2022-03-27,7,563,43,0.0763765541740675
2022-03-28,1,543,180,0.33149171270718231
2022-03-28,3,543,75,0.13812154696132597
2022-03-28,7,543,40,0.073664825046040522
2022-03-29,1,630,184,0.29206349206349208
2022-03-29,3,630,73,0.11587301587301588
2022-03-29,7,630,40,0.063492063492063489
2022-03-30,1,587,168,0.28620102214650767
2022-03-30,3,587,72,0.12265758091993186
2022-03-30,7,587,33,0.056218057921635436
2022-03-31,1,480,141,0.29375
2022-03-31,3,480,74,0.15416666666666667
2022-03-31,7,480,34,0.070833333333333331
2022-04-01,1,389,117,0.30077120822622105
2022-04-01,3,389,58,0.14910025706940874
2022-04-01,7,389,35,0.089974293059125965
2022-04-02,1,400,134,0.335
2022-04-02,3,400,45,0.1125
2022-04-02,7,400,30,0.075
2022-04-03,1,536,158,0.29477611940298509
2022-04-03,3,536,69,0.1287313432835821
2022-04-04,1,439,136,0.30979498861047838
2022-04-04,3,439,57,0.12984054669703873
2022-04-05,1,430,142,0.33023255813953489
2022-04-05,3,430,66,0.15348837209302327
2022-04-06,1,509,152,0.29862475442043224
2022-04-06,3,509,60,0.11787819253438114
2022-04-07,1,435,149,0.34252873563218389
2022-04-07,3,435,2,0.0045977011494252873
2022-04-08,1,465,134,0.28817204301075267
2022-04-09,1,469,8,0.017057569296375266
